"","election","male","occupation","employment","union_both","region","union","degree","quebec","age","religion","vote","income","redistribution","market_liberalism","immigration_rates","traditionalism2","turnout","mip","personal_retrospective","efficacy_external","efficacy_external2","efficacy_internal","political_efficacy","foreign","non_charter_language","language","party_id","income_tertile","income2","sector","occupation3","ideology","traditionalism","trad1","trad2","market1","market2","education","national_retrospective","vote3","postgrad","enviro","pol_interest","satdem","satdem2","household","promise","trust","inequality","efficacy_rich","region2","region3","female","vote2","ndp","liberal","conservative","bloc","green","ndp_vs_right","liberal_vs_right","bloc_vs_right","ndp_vs_liberal","left","right","religion2","catholic","no_religion","occupation2","occupation4","working_class","working_class2","working_class3","working_class4","upper_class","upper_class2","rich","poor","1965","1968","1972","1974","1979","1980","1984","1988","1993","1997","2000","2004","2006","2008","2011","2015","2019","Period","redistribution_reversed","economic","social"
"799","1965",0,2,1,NA,NA,NA,0,1,50,1,1,2,NA,NA,NA,NA,1,4,0.5,NA,0,1,0.5,0,0,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Managers",NA,0,0,NA,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"800","1965",1,3,0,NA,NA,NA,0,1,35,1,NA,2,NA,NA,NA,NA,0,9,1,0,0,1,0.333333333333333,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"801","1965",0,3,1,NA,NA,NA,0,1,70,1,1,1,NA,NA,NA,NA,1,9,0.5,0,0,1,0.333333333333333,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"802","1965",1,4,1,1,NA,1,0,1,22,1,1,2,NA,NA,NA,NA,1,6,0.5,0,0,1,0.333333333333333,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"803","1965",1,2,1,NA,NA,NA,0,1,38,1,3,2,NA,NA,NA,NA,1,4,1,0,0,1,0.333333333333333,0,0,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"NDP",1,0,0,0,0,1,NA,NA,1,1,0,"Catholic",1,0,"Managers",NA,0,0,NA,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"804","1965",1,1,NA,NA,NA,NA,1,1,25,1,1,NA,NA,NA,NA,NA,1,4,NA,0,0,1,0.333333333333333,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"805","1965",1,2,1,1,NA,1,0,1,68,1,1,4,NA,NA,NA,NA,1,16,0.5,0,0,1,0.333333333333333,0,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Managers",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"806","1965",1,3,1,NA,NA,NA,0,1,22,2,1,3,NA,NA,NA,NA,1,11,0.5,0,1,1,0.666666666666667,0,0,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"807","1965",0,3,1,NA,NA,NA,0,1,26,1,1,2,NA,NA,NA,NA,1,16,1,0,1,1,0.666666666666667,0,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"808","1965",0,1,1,0,NA,0,0,1,38,1,NA,4,NA,NA,NA,NA,0,NA,1,0,1,0,0.333333333333333,0,0,0,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"809","1965",1,NA,1,NA,NA,NA,0,1,77,1,NA,4,NA,NA,NA,NA,0,12,0.5,0,0,0,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"810","1965",0,3,1,1,NA,1,0,1,44,1,0,4,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"811","1965",0,2,1,NA,NA,NA,0,1,31,1,1,5,NA,NA,NA,NA,1,16,1,0,0,0,0,0,0,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Managers",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"812","1965",0,1,1,NA,NA,NA,0,1,32,1,3,5,NA,NA,NA,NA,1,4,1,0,0,0,0,0,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"NDP",1,0,0,0,0,1,NA,NA,1,1,0,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"813","1965",1,3,1,NA,NA,NA,0,1,31,1,1,5,NA,NA,NA,NA,1,9,1,0,0,0,0,0,0,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"814","1965",1,1,1,0,NA,0,1,1,23,1,1,5,NA,NA,NA,NA,1,12,1,0,0,0,0,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"815","1965",0,3,1,NA,NA,NA,0,1,57,2,1,5,NA,NA,NA,NA,1,11,1,0,0,0,0,0,0,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Protestant",0,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"816","1965",1,3,1,0,NA,0,0,1,37,1,0,2,NA,NA,NA,NA,1,6,0,0,0,0,0,0,0,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"817","1965",1,4,0,0,NA,0,0,1,25,1,2,2,NA,NA,NA,NA,1,9,1,0,0,NA,0,0,0,0,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"818","1965",0,4,1,NA,NA,NA,0,1,43,1,1,2,NA,NA,NA,NA,1,4,0.5,0,0,NA,0,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"819","1965",1,5,1,1,NA,1,0,1,54,1,1,2,NA,NA,NA,NA,1,12,0.5,1,0,1,0.666666666666667,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"820","1965",1,3,1,NA,NA,NA,0,1,70,1,1,1,NA,NA,NA,NA,1,6,0.5,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"821","1965",0,5,1,1,NA,1,0,1,52,1,1,2,NA,NA,NA,NA,1,9,0.5,1,0,NA,0.5,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"822","1965",0,2,1,0,NA,0,0,1,46,1,NA,5,NA,NA,NA,NA,0,4,0.5,1,NA,1,1,0,0,0,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Managers",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"823","1965",1,1,1,0,NA,0,1,1,26,1,1,5,NA,NA,NA,NA,1,6,0.5,0,1,1,0.666666666666667,0,0,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"824","1965",0,5,1,NA,NA,NA,0,1,62,1,0,1,NA,NA,NA,NA,1,0,0.5,1,NA,0,0.5,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"825","1965",0,4,1,1,NA,1,0,1,63,1,0,1,NA,NA,NA,NA,1,15,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"826","1965",1,5,1,NA,NA,NA,0,1,68,1,1,2,NA,NA,NA,NA,1,6,1,1,0,0,0.333333333333333,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"827","1965",0,4,1,1,NA,1,0,1,39,1,2,2,NA,NA,NA,NA,1,15,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"828","1965",0,5,1,1,NA,1,0,1,33,1,NA,2,NA,NA,NA,NA,0,8,0.5,0,1,1,0.666666666666667,0,0,0,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"829","1965",1,5,1,1,NA,1,0,1,62,1,0,2,NA,NA,NA,NA,1,4,1,0,1,1,0.666666666666667,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"830","1965",0,5,1,NA,NA,NA,0,1,46,1,NA,1,NA,NA,NA,NA,0,9,0,0,0,1,0.333333333333333,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"831","1965",1,5,1,NA,NA,NA,0,1,33,1,0,2,NA,NA,NA,NA,1,7,0.5,0,0,1,0.333333333333333,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"832","1965",0,1,1,0,NA,0,0,1,30,1,1,4,NA,NA,NA,NA,1,NA,1,1,1,1,1,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"833","1965",0,3,1,NA,NA,NA,0,1,29,1,0,4,NA,NA,NA,NA,1,7,1,1,1,1,1,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"834","1965",0,4,1,1,NA,1,0,1,40,1,NA,2,NA,NA,NA,NA,0,12,1,1,1,1,1,0,0,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"835","1965",0,NA,1,NA,NA,NA,0,1,67,1,1,1,NA,NA,NA,NA,1,2,0.5,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"836","1965",0,3,1,0,NA,0,0,1,41,1,0,2,NA,NA,NA,NA,1,NA,0.5,1,NA,0,0.5,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"837","1965",1,4,1,1,NA,1,0,1,47,1,0,3,NA,NA,NA,NA,1,0,0.5,1,0,1,0.666666666666667,0,0,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"838","1965",1,NA,1,NA,NA,NA,0,1,80,1,2,1,NA,NA,NA,NA,1,4,1,0,0,1,0.333333333333333,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"839","1965",1,5,1,1,NA,1,0,1,42,1,3,2,NA,NA,NA,NA,1,4,0,0,1,0,0.333333333333333,0,0,0,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"NDP",1,0,0,0,0,1,NA,NA,1,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"840","1965",0,4,0,NA,NA,NA,0,1,26,1,0,1,NA,NA,NA,NA,1,15,0.5,1,1,0,0.666666666666667,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"841","1965",1,NA,0,NA,NA,NA,0,1,40,1,NA,NA,NA,NA,NA,NA,NA,9,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"842","1965",0,5,1,1,NA,1,0,1,32,1,NA,2,NA,NA,NA,NA,0,9,0.5,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"843","1965",1,NA,1,NA,NA,NA,0,1,50,1,1,1,NA,NA,NA,NA,1,6,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"844","1965",0,NA,1,NA,NA,NA,0,1,58,1,1,1,NA,NA,NA,NA,1,6,0.5,1,0,0,0.333333333333333,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"845","1965",0,5,1,1,NA,1,0,1,32,1,NA,NA,NA,NA,NA,NA,NA,9,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"846","1965",0,5,1,NA,NA,NA,0,1,33,1,3,2,NA,NA,NA,NA,1,9,0,1,0,0,0.333333333333333,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"NDP",1,0,0,0,0,1,NA,NA,1,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"847","1965",1,1,1,NA,NA,NA,1,1,33,1,NA,5,NA,NA,NA,NA,0,0,1,1,1,1,1,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"848","1965",0,NA,1,NA,NA,NA,0,1,29,1,1,2,NA,NA,NA,NA,1,6,0.5,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"849","1965",1,4,0,1,NA,1,0,1,39,1,0,2,NA,NA,NA,NA,1,7,0.5,0,0,0,0,0,0,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
